------------------------------
614e5c1f                                 littlefs-reg2mem.bc                                                        
ap_get_scoreboard_worker_from_indexes: ap_get_scoreboard_worker_from_indexes emptyset
ap_expr_eval_re_backref: ap_expr_eval_re_backref emptyset
set_use_canonical_phys_port: set_use_canonical_phys_port emptyset
ap_process_fnmatch_configs: ap_process_fnmatch_configs '==0
ap_str2_alnum: ap_str2_alnum emptyset
ap_parse_strict_length: ap_parse_strict_length emptyset
ap_timeout_parameter_parse: ap_timeout_parameter_parse >0
ap_set_deprecated: ap_set_deprecated emptyset
ap_append_pid: ap_append_pid emptyset
ap_psignature: ap_psignature emptyset
core_pre_config: core_pre_config emptyset
set_enable_mmap: set_enable_mmap emptyset
ap_escape_quotes: ap_escape_quotes emptyset
ap_construct_server: ap_construct_server emptyset
ap_hook_get_mpm_get_name: ap_hook_get_mpm_get_name emptyset
core_map_to_storage: core_map_to_storage >0
ap_is_url: ap_is_url emptyset
op_file_min: op_file_min emptyset
ap_is_rdirectory: ap_is_rdirectory '==0
ap_bucket_error_create: ap_bucket_error_create emptyset
fname_alphasort: fname_alphasort emptyset
ap_hook_get_note_auth_failure: ap_hook_get_note_auth_failure emptyset
ap_unescape_all: ap_unescape_all >0
ap_pstr2_alnum: ap_pstr2_alnum >0
ap_hook_get_get_suexec_identity: ap_hook_get_get_suexec_identity emptyset
ap_ind: ap_ind <0
check_headers_recursion: check_headers_recursion emptyset
ap_response_code_string: ap_response_code_string emptyset
ap_os_escape_path: ap_os_escape_path >0
ap_unescape_url: ap_unescape_url >0
queue_info_cleanup: queue_info_cleanup emptyset
ap_global_mutex_create: ap_global_mutex_create >0
ap_sys_privileges_handlers: ap_sys_privileges_handlers emptyset
ap_add_if_conf: ap_add_if_conf !=0
ap_pbase64decode: ap_pbase64decode emptyset
ap_pcfg_openfile: ap_pcfg_openfile >0
unescape_url: unescape_url >0
x2c: x2c emptyset
ap_find_last_token: ap_find_last_token emptyset
ap_hook_get_pre_mpm: ap_hook_get_pre_mpm emptyset
ap_set_reqtail: ap_set_reqtail emptyset
log_pid: log_pid emptyset
ap_cstr_casecmpn: ap_cstr_casecmpn emptyset
ap_hook_get_error_log: ap_hook_get_error_log emptyset
ap_set_string_slot: ap_set_string_slot emptyset
ap_matches_request_vhost: ap_matches_request_vhost emptyset
ap_scan_script_header_err_brigade_ex: ap_scan_script_header_err_brigade_ex >0
core_post_config: core_post_config >0
ap_regcomp_get_default_cflags: ap_regcomp_get_default_cflags emptyset
ap_pregsub_ex: ap_pregsub_ex >0
ap_scan_http_token: ap_scan_http_token emptyset
add_any_filter: add_any_filter emptyset
ap_get_scoreboard_process: ap_get_scoreboard_process emptyset
ap_mpm_set_thread_stacksize: ap_mpm_set_thread_stacksize emptyset
ap_get_server_protocol: ap_get_server_protocol emptyset
ap_varbuf_regsub: ap_varbuf_regsub >0
ap_get_server_banner: ap_get_server_banner emptyset
ap_find_etag_weak: ap_find_etag_weak emptyset
find_list_item: find_list_item emptyset
ap_exists_config_define: ap_exists_config_define emptyset
ap_filter_flush: ap_filter_flush !=0
ap_pcfg_strerror: ap_pcfg_strerror !=0
ap_process_resource_config: ap_process_resource_config !=0
create_server_config: create_server_config emptyset
ap_build_config_sub: ap_build_config_sub !=0
yytnamerr: yytnamerr emptyset
toupper_func: toupper_func emptyset
ap_hook_get_auth_checker: ap_hook_get_auth_checker emptyset
ap_parse_token_list_strict: ap_parse_token_list_strict emptyset
ap_regname: ap_regname >=0
set_qualify_redirect_url: set_qualify_redirect_url emptyset
apr_file_open: apr_file_open >0
ap_unescape_url_keep2f: ap_unescape_url_keep2f >0
ap_replace_stderr_log: ap_replace_stderr_log >0
lookup_builtin_method: lookup_builtin_method emptyset
reset_conf_vector_length: reset_conf_vector_length emptyset
core_create_proxy_req: core_create_proxy_req emptyset
ap_mpm_set_coredumpdir: ap_mpm_set_coredumpdir !=0
ap_scan_http_field_content: ap_scan_http_field_content emptyset
ap_condition_if_modified_since: ap_condition_if_modified_since emptyset
ap_escape_path_segment: ap_escape_path_segment emptyset
generate_error: generate_error emptyset
set_protocols_honor_order: set_protocols_honor_order !=0
ap_walk_config: ap_walk_config !=0
ap_escape_urlencoded_buffer: ap_escape_urlencoded_buffer emptyset
ap_queue_interrupt_all: ap_queue_interrupt_all !=0
set_limit_req_fields: set_limit_req_fields !=0
ap_add_node: ap_add_node emptyset
set_threads_per_child: set_threads_per_child emptyset
fix_hostname: fix_hostname >0
ap_create_request_config: ap_create_request_config emptyset
ap_process_http_connection: ap_process_http_connection emptyset
ap_mpm_set_graceful_shutdown: ap_mpm_set_graceful_shutdown emptyset
substring_conf: substring_conf emptyset
set_min_spare_threads: set_min_spare_threads emptyset
etag_uint64_to_hex: etag_uint64_to_hex emptyset
ap_hook_get_process_connection: ap_hook_get_process_connection emptyset
ap_mpm_set_max_mem_free: ap_mpm_set_max_mem_free !=0
ap_discard_request_body: ap_discard_request_body !=0
ap_bucket_error_make: ap_bucket_error_make emptyset
log_table_entry: log_table_entry emptyset
push2worker: push2worker !=0
ap_get_server_description: ap_get_server_description emptyset
ap_vhost_iterate_given_conn: ap_vhost_iterate_given_conn !=0
ap_map_http_request_error: ap_map_http_request_error !=0
ap_expr_yyget_text: ap_expr_yyget_text emptyset
ap_pass_brigade: ap_pass_brigade !=0
strncpy: strncpy emptyset
ap_field_noparam: ap_field_noparam emptyset
ap_get_server_module_loglevel: ap_get_server_module_loglevel emptyset
ap_update_child_status_from_indexes: ap_update_child_status_from_indexes <0
dirsection: dirsection '==0
ap_hook_get_optional_fn_retrieve: ap_hook_get_optional_fn_retrieve emptyset
ap_calc_scoreboard_size: ap_calc_scoreboard_size emptyset
ap_http_filter: ap_http_filter !=0
ap_get_limit_req_body: ap_get_limit_req_body emptyset
log_apr_status: log_apr_status <0
ap_find_child_by_pid: ap_find_child_by_pid <0
log_ctime: log_ctime emptyset
ap_expr_eval_word: ap_expr_eval_word emptyset
eor_bucket_read: eor_bucket_read emptyset
worker_thread_should_exit_early: worker_thread_should_exit_early emptyset
ap_set_config_vectors: ap_set_config_vectors emptyset
ap_recent_ctime_ex: ap_recent_ctime_ex >0
event_get_name: event_get_name emptyset
ap_sub_req_lookup_file: ap_sub_req_lookup_file >0
apr_date_parse_rfc: apr_date_parse_rfc >0
ap_strchr: ap_strchr emptyset
ap_getword_conf_nc: ap_getword_conf_nc emptyset
ap_hook_get_generate_log_id: ap_hook_get_generate_log_id emptyset
strcat: strcat emptyset
ap_close_selected_listeners: ap_close_selected_listeners '==0
set_http_method: set_http_method emptyset
ap_mpm_podx_signal: ap_mpm_podx_signal >=0
find_default_server: find_default_server emptyset
req_table_func: req_table_func emptyset
ap_varbuf_cfg_getline: ap_varbuf_cfg_getline >0
ap_set_keepalive: ap_set_keepalive emptyset
apr_thread_join: apr_thread_join >0
ap_ht_time: ap_ht_time emptyset
do_errorlog_format: do_errorlog_format emptyset
ap_get_protocol_upgrades: ap_get_protocol_upgrades emptyset
ap_strcasestr: ap_strcasestr emptyset
ap_register_output_filter_protocol: ap_register_output_filter_protocol emptyset
ap_hook_get_child_status: ap_hook_get_child_status emptyset
cpystrn: cpystrn emptyset
ap_start_lingering_close: ap_start_lingering_close >0
ap_get_list_item: ap_get_list_item emptyset
send_header: send_header emptyset
ap_is_chunked: ap_is_chunked emptyset
ap_hook_get_check_config: ap_hook_get_check_config emptyset
set_signature_flag: set_signature_flag emptyset
ap_getword_conf: ap_getword_conf emptyset
ap_request_has_body: ap_request_has_body emptyset
bail_out_on_error: bail_out_on_error !=0
ap_soak_end_container: ap_soak_end_container !=0
ap_allow_options: ap_allow_options emptyset
apr_pool_userdata_get: apr_pool_userdata_get '==0
init_server_config: init_server_config '==0
ap_escape_logitem: ap_escape_logitem emptyset
ap_expr_yy_create_buffer: ap_expr_yy_create_buffer '==0
init_process: init_process emptyset
ap_hook_get_insert_network_bucket: ap_hook_get_insert_network_bucket emptyset
ap_exists_scoreboard_image: ap_exists_scoreboard_image emptyset
ap_set_listener: ap_set_listener !=0
set_limit_mem: set_limit_mem emptyset
unclosed_directive: unclosed_directive emptyset
new_name_chain: new_name_chain emptyset
parse_errorlog_item: parse_errorlog_item emptyset
set_limit_req_fieldsize: set_limit_req_fieldsize emptyset
ap_make_etag: ap_make_etag emptyset
ap_get_scoreboard_global: ap_get_scoreboard_global emptyset
ap_expr_yyget_debug: ap_expr_yyget_debug emptyset
ap_queue_info_wait_for_idler: ap_queue_info_wait_for_idler >0
ap_set_scoreboard: ap_set_scoreboard emptyset
set_hostname_lookups: set_hostname_lookups emptyset
field_name_len: field_name_len emptyset
log_module_name: log_module_name emptyset
ap_expr_list_func_make: ap_expr_list_func_make '==0
ap_add_output_filter: ap_add_output_filter emptyset
apr_socket_close: apr_socket_close >0
calloc: calloc '==0
apr_sockaddr_info_get: apr_sockaddr_info_get >0
ap_queue_push_socket: ap_queue_push_socket !=0
add_any_filter_handle: add_any_filter_handle emptyset
ap_malloc: ap_malloc emptyset
ap_resolve_env: ap_resolve_env emptyset
ap_make_dirstr_parent: ap_make_dirstr_parent emptyset
set_access_name: set_access_name emptyset
ap_md5: ap_md5 emptyset
apr_bucket_alloc_create: apr_bucket_alloc_create emptyset
start_lingering_close_blocking: start_lingering_close_blocking <0
ap_getword_conf2_nc: ap_getword_conf2_nc emptyset
realloc: realloc '==0
open_scoreboard: open_scoreboard !=0
process_command_config: process_command_config !=0
ap_size_list_item: ap_size_list_item emptyset
ap_md5_binary: ap_md5_binary emptyset
ap_calloc: ap_calloc emptyset
apr_file_open_stderr: apr_file_open_stderr >0
apr_decode_base64_binary: apr_decode_base64_binary >0
set_define: set_define emptyset
set_add_default_charset: set_add_default_charset emptyset
ap_check_mpm: ap_check_mpm emptyset
ap_process_config_tree: ap_process_config_tree >0
ap_exists_directive: ap_exists_directive emptyset
error_bucket_read: error_bucket_read emptyset
strstr: strstr '==0
set_accept_path_info: set_accept_path_info emptyset
read: read <0
ap_set_flag_slot_char: ap_set_flag_slot_char emptyset
ap_hook_get_resume_connection: ap_hook_get_resume_connection emptyset
ap_get_server_built: ap_get_server_built emptyset
ap_getword_nc: ap_getword_nc emptyset
yy_try_NUL_trans: yy_try_NUL_trans emptyset
ap_hook_get_pre_connection: ap_hook_get_pre_connection emptyset
ap_hook_get_header_parser: ap_hook_get_header_parser emptyset
ap_pool_cleanup_set_null: ap_pool_cleanup_set_null emptyset
hash_inaddr: hash_inaddr emptyset
log_env_var: log_env_var emptyset
ap_get_token: ap_get_token emptyset
ap_regexec: ap_regexec >0
ap_get_conn_socket: ap_get_conn_socket emptyset
ap_hook_get_pre_read_request: ap_hook_get_pre_read_request emptyset
ap_update_global_status: ap_update_global_status emptyset
ap_is_matchexp: ap_is_matchexp emptyset
ap_pregcomp: ap_pregcomp '==0
ap_get_brigade: ap_get_brigade <0
set_max_reversals: set_max_reversals emptyset
check_errorlog_dir: check_errorlog_dir >0
inc_rec: inc_rec emptyset
ap_build_config: ap_build_config !=0
ap_getword: ap_getword emptyset
ap_varbuf_pdup: ap_varbuf_pdup <0
ap_array_str_contains: ap_array_str_contains emptyset
strict_hostname_check: strict_hostname_check >0
listener_thread: listener_thread emptyset
ap_is_allowed_protocol: ap_is_allowed_protocol emptyset
create_core_dir_config: create_core_dir_config emptyset
ap_read_config: ap_read_config '==0
ap_find_token: ap_find_token emptyset
ap_find_list_item: ap_find_list_item emptyset
ap_walk_config_sub: ap_walk_config_sub !=0
ap_set_byterange: ap_set_byterange <0
ap_register_input_filter: ap_register_input_filter emptyset
ap_get_output_filter_handle: ap_get_output_filter_handle emptyset
ap_scan_vchar_obstext: ap_scan_vchar_obstext emptyset
set_keep_alive_max: set_keep_alive_max emptyset
ap_get_module_flags: ap_get_module_flags emptyset
ap_merge_per_dir_configs: ap_merge_per_dir_configs emptyset
set_cgi_pass_auth: set_cgi_pass_auth emptyset
ap_find_etag_strong: ap_find_etag_strong emptyset
core_override_type: core_override_type >0
create_namebased_scoreboard: create_namebased_scoreboard !=0
start_cond_section: start_cond_section !=0
ap_array_str_index: ap_array_str_index <0
ap_expr_eval_comp: ap_expr_eval_comp <0
ap_run_sub_req: ap_run_sub_req !=0
register_filter: register_filter emptyset
new_ipaddr_chain: new_ipaddr_chain emptyset
ap_invoke_handler: ap_invoke_handler !=0
ap_condition_if_none_match: ap_condition_if_none_match emptyset
default_handler: default_handler !=0
ap_make_full_path: ap_make_full_path emptyset
set_limit_nproc: set_limit_nproc emptyset
ap_mpm_podx_close: ap_mpm_podx_close !=0
ap_escape_path_segment_buffer: ap_escape_path_segment_buffer emptyset
find_ipaddr: find_ipaddr emptyset
set_use_canonical_name: set_use_canonical_name emptyset
log_tid: log_tid emptyset
main: main emptyset
abort_on_oom: abort_on_oom emptyset
deregister_all_hooks: deregister_all_hooks emptyset
log_file_line: log_file_line <=0
ap_escape_shell_cmd: ap_escape_shell_cmd emptyset
ap_count_dirs: ap_count_dirs emptyset
connections_above_limit: connections_above_limit emptyset
ap_setup_listeners: ap_setup_listeners '==0
ap_getword_white: ap_getword_white <0
ap_set_name_virtual_host: ap_set_name_virtual_host emptyset
ap_allow_overrides: ap_allow_overrides emptyset
ap_queue_info_set_idle: ap_queue_info_set_idle !=0
apr_filepath_merge: apr_filepath_merge >0
check_headers: check_headers emptyset
ap_escape_html2: ap_escape_html2 emptyset
event_run: event_run !=0
ap_add_input_filter_handle: ap_add_input_filter_handle emptyset
construct_host_header: construct_host_header emptyset
set_server_alias: set_server_alias emptyset
ap_hook_get_insert_error_filter: ap_hook_get_insert_error_filter emptyset
execute_now: execute_now !=0
ap_show_mpm: ap_show_mpm emptyset
ap_index_of_response: ap_index_of_response emptyset
unescape_func: unescape_func emptyset
ap_os_is_path_absolute: ap_os_is_path_absolute emptyset
ap_escape_errorlog_item: ap_escape_errorlog_item emptyset
test_ifmod_section: test_ifmod_section emptyset
ap_regcomp: ap_regcomp >0
core_expr_lookup: core_expr_lookup !=0
fix_hostname_non_v6: fix_hostname_non_v6 >0
ap_getword_conf2: ap_getword_conf2 emptyset
ap_make_dirstr_prefix: ap_make_dirstr_prefix emptyset
ap_hook_get_mpm_query: ap_hook_get_mpm_query emptyset
ap_get_local_host: ap_get_local_host emptyset
ap_parse_vhost_addrs: ap_parse_vhost_addrs !=0
ap_meets_conditions: ap_meets_conditions >0
ap_getword_nulls: ap_getword_nulls emptyset
log_loglevel: log_loglevel emptyset
ap_parse_log_level: ap_parse_log_level emptyset
strcasecmp: strcasecmp emptyset
ap_getword_nulls_nc: ap_getword_nulls_nc emptyset
apr_bucket_eos_create: apr_bucket_eos_create emptyset
ap_make_content_type: ap_make_content_type emptyset
ap_rationalize_mtime: ap_rationalize_mtime emptyset
table_do_fn_check_lengths: table_do_fn_check_lengths emptyset
ap_make_method_list: ap_make_method_list emptyset
ap_regexec_len: ap_regexec_len >0
create_empty_config: create_empty_config emptyset
ap_method_number_of: ap_method_number_of emptyset
ap_scan_script_header_err_core: ap_scan_script_header_err_core >0
ap_expr_eval_string_func: ap_expr_eval_string_func emptyset
ap_find_command_in_modules: ap_find_command_in_modules emptyset
ap_should_client_block: ap_should_client_block emptyset
ap_expr_eval_unary_op: ap_expr_eval_unary_op emptyset
set_limit_req_body: set_limit_req_body emptyset
intstrcmp: intstrcmp emptyset
ssl_expr_eval_comp: ssl_expr_eval_comp <0
ap_get_remote_host: ap_get_remote_host emptyset
ap_gname2id: ap_gname2id emptyset
ap_is_directory: ap_is_directory '==0
ap_expr_eval: ap_expr_eval '==0
ap_fatal_signal_child_setup: ap_fatal_signal_child_setup emptyset
ap_realloc: ap_realloc emptyset
ap_new_log_config: ap_new_log_config emptyset
ap_stripprefix: ap_stripprefix emptyset
ap_expr_exec_ctx: ap_expr_exec_ctx '==0
ap_get_protocol: ap_get_protocol emptyset
ap_uname2id: ap_uname2id emptyset
ap_rind: ap_rind <0
ap_is_recursion_limit_exceeded: ap_is_recursion_limit_exceeded >0
arr_elts_close: arr_elts_close emptyset
regsub_core: regsub_core >0
rename_original_env: rename_original_env emptyset
so_sconf_create: so_sconf_create emptyset
core_insert_network_bucket: core_insert_network_bucket emptyset
prep_walk_cache: prep_walk_cache emptyset
set_error_document: set_error_document >0
filesection: filesection !=0
log_constant_item: log_constant_item emptyset
ap_expr_exec_re: ap_expr_exec_re '==0
ap_expr_exec: ap_expr_exec '==0
ap_if_walk_sub: ap_if_walk_sub emptyset
ifsection: ifsection !=0
ap_check_pipeline: ap_check_pipeline <0
ap_expr_yylex_init: ap_expr_yylex_init >0
ap_pcfg_open_custom: ap_pcfg_open_custom emptyset
ap_suck_in_APR: ap_suck_in_APR emptyset
ap_if_walk: ap_if_walk emptyset
apr_pool_create_ex: apr_pool_create_ex <0
decl_die: decl_die >0
ap_process_request_internal: ap_process_request_internal >0
syscall: syscall <0
invoke_filter_init: invoke_filter_init !=0
ap_bucket_eoc_create: ap_bucket_eoc_create emptyset
count_directives_sub: count_directives_sub emptyset
make_allow: make_allow emptyset
sha1_func: sha1_func emptyset
missing_container_arg: missing_container_arg emptyset
insert_old_write_filter: insert_old_write_filter emptyset
r_flush: r_flush <0
ap_find_path_info: ap_find_path_info emptyset
buffer_output: buffer_output !=0
ap_set_flag_slot: ap_set_flag_slot emptyset
ap_vrprintf: ap_vrprintf <0
create_default_per_dir_config: create_default_per_dir_config emptyset
ap_rwrite: ap_rwrite <0
ap_rputs: ap_rputs <0
ap_init_virtual_host: ap_init_virtual_host !=0
get_canned_error_string: get_canned_error_string emptyset
ap_find_loaded_module_symbol: ap_find_loaded_module_symbol emptyset
ap_hook_get_pre_close_connection: ap_hook_get_pre_close_connection emptyset
ap_get_server_port: ap_get_server_port emptyset
ap_strchr_c: ap_strchr_c emptyset
ap_expr_var_make: ap_expr_var_make emptyset
ap_regerror: ap_regerror emptyset
ap_get_server_name: ap_get_server_name emptyset
ap_hook_get_map_to_storage: ap_hook_get_map_to_storage emptyset
ap_expr_parse: ap_expr_parse !=0
update_child_status_internal: update_child_status_internal emptyset
ap_content_length_filter: ap_content_length_filter !=0
ap_send_fd: ap_send_fd !=0
ap_old_write_filter: ap_old_write_filter !=0
ap_rflush: ap_rflush <0
ap_hook_get_pre_config: ap_hook_get_pre_config emptyset
yy_get_next_buffer: yy_get_next_buffer emptyset
ap_select_protocol: ap_select_protocol emptyset
ap_setup_prelinked_modules: ap_setup_prelinked_modules emptyset
ap_hook_get_post_read_request: ap_hook_get_post_read_request emptyset
set_server_string_slot: set_server_string_slot >0
set_cookie_doo_doo: set_cookie_doo_doo emptyset
ap_hook_get_log_transaction: ap_hook_get_log_transaction emptyset
ap_get_request_note: ap_get_request_note emptyset
ap_hook_get_http_scheme: ap_hook_get_http_scheme emptyset
ap_check_cmd_context: ap_check_cmd_context emptyset
ap_md5contextTo64: ap_md5contextTo64 emptyset
ap_hook_get_default_port: ap_hook_get_default_port emptyset
ap_add_output_filter_handle: ap_add_output_filter_handle emptyset
ap_hook_get_protocol_switch: ap_hook_get_protocol_switch emptyset
ap_register_auth_provider: ap_register_auth_provider emptyset
set_thread_limit: set_thread_limit emptyset
cfg_trim_line: cfg_trim_line emptyset
ap_hook_get_protocol_get: ap_hook_get_protocol_get emptyset
merge_core_dir_configs: merge_core_dir_configs emptyset
ap_add_loaded_module: ap_add_loaded_module emptyset
ap_send_mmap: ap_send_mmap emptyset
ap_server_root_relative: ap_server_root_relative emptyset
ap_expr_unary_op_make: ap_expr_unary_op_make emptyset
op_nz: op_nz emptyset
merge_core_server_configs: merge_core_server_configs emptyset
log_child: log_child <0
ap_hook_get_check_user_id: ap_hook_get_check_user_id emptyset
ap_bucket_eoc_make: ap_bucket_eoc_make emptyset
apr_socket_addr_get: apr_socket_addr_get >0
ap_set_listenbacklog: ap_set_listenbacklog !=0
ap_rvputs: ap_rvputs <0
core_create_conn: core_create_conn emptyset
internal_internal_redirect: internal_internal_redirect '==0
ap_directory_walk: ap_directory_walk >0
core_pre_connection: core_pre_connection emptyset
ap_runtime_dir_relative: ap_runtime_dir_relative emptyset
ap_expr_info_make: ap_expr_info_make emptyset
ap_list_provider_names: ap_list_provider_names emptyset
core_check_config: core_check_config >0
mutex_needs_file: mutex_needs_file emptyset
